m0,g2,eta,ns,nlev,eigsh_ok,E0,M,Epi,W,WM,m_curv,m_curv_over_M,curv0,vg_max,vg_k5,vg_k5_cs,Ek5,Wfine,c_k5,rel_rms,band_ok,n_fail,frac_min,M2min,M2_k0,M2_kpi,M2_orient,gap_M2,gap_M2_k5,int_gap,twoM,MMp,margin,margin_k,n_Mstar,Mstar,Mstar_parity,Mstar_even,L_mean,L_mean_vac,L_rms,size_rms_raw,size_rms,size_mean,size_excess,vac_dom_weight,xi,xi_fit_ok,x_mean,gate_band,gate_margin,gate_size,gate_xi,gate_M2,feasible,rank,runtime,E1_0,E1_1,E1_2,E1_3,E1_4,E2_0,E2_1,E2_2,E2_3,E2_4
0.5,0.8,2.4,16,60,1,-17.8337,2.35949,3.63927,1.27978,3.01963,1.95214,0.827359,0.512258,0.551021,0.493316,0.494772,2.71334,1.2185,1.06617,0.0559867,0,2,0.448553,3.57799,3.57799,3.63927,normal,-0.0612804,0.98393,1.3022,4.71897,5.93747,2.08383,-2.35619,1,4.71765,-1,nan,2.89241,1.77281,3.1525,1.57625,1.16689,0.559795,0.559795,0.12934,0.456195,1,nan,0,1,1,1,0,0,-1,40.3683,2.359486,2.509058,2.876300,3.301532,3.639269,3.577989,3.631203,3.741495,3.785052,3.639269
0.5,0.8,2.5,16,60,1,-18.2772,2.382,3.74709,1.36509,3.25163,1.80174,0.756395,0.555021,0.588209,0.529776,0.531374,2.76361,1.25673,1.11511,0.0413006,0,2,0.418021,3.63873,3.63873,3.74709,normal,-0.108355,1.01272,1.30151,4.764,6.02073,2.09038,-2.35619,0,nan,nan,nan,2.95531,1.82249,3.21786,1.60893,1.1888,0.566411,0.566411,0.121402,0.469535,1,nan,0,1,1,1,0,0,-1,26.4186,2.382001,2.543722,2.938326,3.391672,3.747087,3.638732,3.699767,3.828798,3.890740,3.747087
0.5,0.8,2.6,16,60,1,-18.7241,2.4041,3.85548,1.45139,3.48928,1.6689,0.694191,0.599196,0.625891,0.566902,0.568652,2.81417,1.29313,1.16408,0.0384371,0,2,0.389844,3.69723,3.69723,3.85548,normal,-0.158255,1.03959,1.30139,4.8082,6.10133,2.0966,-2.35619,0,nan,nan,nan,3.01604,1.87003,3.2809,1.64045,1.21008,0.573003,0.573003,0.114246,0.482692,1,nan,0,1,1,1,0,0,-1,28.2699,2.404098,2.578326,3.000822,3.482547,3.855485,3.697230,3.766384,3.914741,3.996093,3.855485
0.6,0.8,2.1,16,60,1,-17.0211,2.47345,3.44646,0.973008,2.40669,2.78434,1.12569,0.359152,0.418534,0.361461,0.362438,2.72731,1.06945,0.914371,0.110171,1,0,0.59406,3.44646,3.5429,3.44646,inverted,0.0964425,0.870934,1.33872,4.9469,6.01635,2.24908,3.14159,1,4.6662,-1,nan,2.55853,1.48252,2.80731,1.40365,1.0625,0.538004,0.538004,0.186812,0.388371,1,nan,1,1,1,1,0,0,-1,25.924,2.473449,2.579385,2.847769,3.171993,3.446458,3.542900,3.568946,3.613872,3.596236,3.446458
0.6,0.8,2.2,16,60,1,-17.4413,2.49726,3.54967,1.05241,2.62815,2.53303,1.01432,0.394784,0.452898,0.394128,0.3952,2.77515,1.1161,0.963219,0.0891697,1,0,0.55569,3.54967,3.61337,3.54967,inverted,0.0636931,0.908642,1.33502,4.99453,6.11063,2.26278,-2.35619,1,4.74123,-1,nan,2.62876,1.53977,2.88094,1.44047,1.08679,0.544495,0.544495,0.173937,0.401537,1,nan,1,1,1,1,0,0,-1,23.9876,2.497264,2.613498,2.906271,3.256986,3.549674,3.613367,3.645826,3.706025,3.701388,3.549674
0.6,0.8,2.3,16,60,1,-17.8666,2.52062,3.65391,1.13329,2.85659,2.31549,0.91862,0.431873,0.487976,0.427685,0.428858,2.82334,1.16035,1.01213,0.0690327,1,0,0.519225,3.65391,3.68097,3.65391,inverted,0.0270651,0.944022,1.33194,5.04124,6.2016,2.26988,-2.35619,1,4.81534,-1,nan,2.69662,1.59456,2.95194,1.47597,1.11036,0.551032,0.551032,0.162396,0.414527,1,nan,1,1,1,1,0,0,-1,55.2464,2.520622,2.647541,2.965389,3.343049,3.653909,3.680974,3.720203,3.796690,3.806559,3.653909
0.6,0.8,2.4,16,60,1,-18.2964,2.54354,3.75905,1.21551,3.0917,2.1259,0.835806,0.470388,0.52371,0.46207,0.463354,2.87186,1.20236,1.06109,0.0507102,0,1,0.484904,3.7459,3.7459,3.75905,normal,-0.0131487,0.977166,1.32948,5.08708,6.28944,2.27651,-2.35619,1,4.88841,-1,nan,2.76222,1.64703,3.02045,1.51022,1.13326,0.557593,0.557593,0.152022,0.427347,1,nan,0,1,1,1,0,0,-1,25.2584,2.543538,2.681518,3.025084,3.430092,3.759048,3.745899,3.792219,3.885882,3.911647,3.759048
0.6,0.8,2.5,16,60,1,-18.7303,2.56602,3.86499,1.29896,3.33317,1.95964,0.763688,0.510297,0.560041,0.497228,0.498631,2.9207,1.2423,1.1101,0.0368485,0,2,0.45284,3.80833,3.80833,3.86499,normal,-0.0566627,1.00819,1.32759,5.13205,6.37435,2.28272,-2.35619,1,4.96035,-1,nan,2.82564,1.69733,3.08659,1.54329,1.15549,0.564157,0.564157,0.142671,0.440001,1,nan,0,1,1,1,0,0,-1,28.1032,2.566025,2.715433,3.085321,3.518037,3.864988,3.808325,3.862032,3.973639,4.016569,3.864988
0.6,0.8,2.6,16,60,1,-19.1681,2.5881,3.97164,1.38354,3.58074,1.813,0.700515,0.551571,0.596918,0.533107,0.534639,2.96984,1.28033,1.15913,0.0333334,0,2,0.42305,3.86843,3.86843,3.97164,normal,-0.103206,1.03722,1.32626,5.1762,6.45653,2.28854,-2.35619,1,5.0311,-1,nan,2.887,1.74558,3.15049,1.57524,1.17711,0.57071,0.57071,0.134219,0.452495,1,nan,0,1,1,1,0,0,-1,33.0309,2.588099,2.749289,3.146066,3.606811,3.971639,3.868433,3.929803,4.060024,4.121261,3.971639
0.7,0.8,2.2,16,60,1,-17.9479,2.68218,3.67874,0.99656,2.67295,2.75122,1.02574,0.363475,0.429359,0.368406,0.369378,2.94003,1.09425,0.958147,0.0811579,1,0,0.591557,3.67874,3.77643,3.67874,inverted,0.0976934,0.894268,1.36087,5.36436,6.45861,2.44724,3.14159,1,4.91198,-1,nan,2.50936,1.4245,2.75852,1.37926,1.05454,0.542428,0.542428,0.200988,0.377797,1,nan,1,1,1,1,0,0,-1,43.2013,2.682179,2.789559,3.062989,3.395577,3.678739,3.776432,3.803599,3.850831,3.833430,3.678739
0.7,0.8,2.3,16,60,1,-18.3626,2.70547,3.78071,1.07523,2.90902,2.51179,0.928411,0.398122,0.463442,0.400563,0.401623,2.98683,1.14017,1.00708,0.0630046,1,0,0.554434,3.78071,3.84564,3.78071,inverted,0.0649348,0.931713,1.35691,5.41095,6.55112,2.45992,3.14159,1,4.98541,-1,nan,2.57696,1.47922,2.82963,1.41481,1.07829,0.548868,0.548868,0.187819,0.390111,1,nan,1,1,1,1,0,0,-1,61.1078,2.705474,2.822895,3.120313,3.479245,3.780707,3.845642,3.879190,3.941701,3.937373,3.780707
0.7,0.8,2.4,16,60,1,-18.7823,2.72834,3.88372,1.15538,3.15227,2.30337,0.844239,0.434146,0.498235,0.433594,0.434748,3.03398,1.1838,1.05608,0.0462807,1,0,0.519116,3.88372,3.91214,3.88372,inverted,0.0284186,0.966936,1.35354,5.45668,6.64048,2.47043,-2.35619,1,5.05801,-1,nan,2.64249,1.53179,2.89839,1.4492,1.10138,0.555349,0.555349,0.175929,0.402277,1,nan,1,1,1,1,0,0,-1,54.3579,2.728339,2.856170,3.178249,3.563986,3.883721,3.912140,3.952405,4.031171,4.041390,3.883721
0.7,0.8,2.5,16,60,1,-19.2066,2.75079,3.98767,1.23688,3.4024,2.12081,0.770982,0.471519,0.533678,0.467444,0.468699,3.08147,1.2253,1.10513,0.0332064,0,1,0.485821,3.97609,3.97609,3.98767,normal,-0.011582,1.00002,1.35072,5.50157,6.72687,2.47643,-2.35619,1,5.12965,-1,nan,2.70601,1.58231,2.96492,1.48246,1.12385,0.56185,0.56185,0.165169,0.414298,1,nan,0,1,1,1,0,0,-1,55.985,2.750786,2.889388,3.236760,3.649717,3.987670,3.976088,4.023372,4.119252,4.145377,3.987670
0.7,0.8,2.6,16,60,1,-19.6351,2.77283,4.09246,1.31963,3.6591,1.95997,0.706849,0.510212,0.569719,0.502062,0.503426,3.12927,1.26483,1.15421,0.0291315,0,2,0.454654,4.03766,4.03766,4.09246,normal,-0.0547994,1.03107,1.34846,5.54566,6.81049,2.482,-2.35619,1,5.20024,-1,nan,2.7676,1.63089,3.02932,1.51466,1.14571,0.568354,0.568354,0.155411,0.426178,1,nan,0,1,1,1,0,0,-1,28.8995,2.772828,2.922550,3.295812,3.736364,4.092457,4.037657,4.092235,4.205974,4.249252,4.092457
0.2,1.1,2.2,16,60,1,-17.4753,2.08409,3.25063,1.16653,2.43117,2.13002,1.02204,0.469479,0.497448,0.447776,0.449243,2.40676,1.26415,0.957926,0.120586,1,0,0.579113,3.25063,3.34825,3.25063,inverted,0.0976197,1.00749,1.552,4.16819,5.43234,1.83681,-2.35619,0,nan,nan,nan,2.89022,1.8663,3.13532,1.56766,1.11412,0.511961,0.511961,0.113195,0.463397,1,nan,1,1,1,1,0,0,-1,24.4027,2.084094,2.220868,2.554423,2.938479,3.250628,3.348248,3.379534,3.432847,3.415930,3.250628
0.2,1.1,2.3,16,60,1,-17.9254,2.11101,3.36027,1.24926,2.6372,1.95532,0.926246,0.511426,0.533143,0.483039,0.484655,2.46069,1.31333,1.00616,0.0943185,1,0,0.544717,3.36027,3.42434,3.36027,inverted,0.064071,1.04533,1.55594,4.22203,5.53536,1.84871,-2.35619,0,nan,nan,nan,2.95164,1.91796,3.1987,1.59935,1.13363,0.516843,0.516843,0.105823,0.477383,1,nan,1,1,1,1,0,0,-1,21.7777,2.111014,2.259659,2.619699,3.030644,3.360271,3.424342,3.462491,3.531168,3.527096,3.360271
0.2,1.1,2.4,16,60,1,-18.3789,2.13747,3.47048,1.33302,2.84928,1.80236,0.843224,0.554827,0.569383,0.518975,0.52075,2.51487,1.36016,1.05445,0.0704257,1,0,0.511833,3.47048,3.49762,3.47048,inverted,0.0271416,1.08103,1.56012,4.27493,5.63509,1.86024,-2.35619,0,nan,nan,nan,3.01058,1.96703,3.25949,1.62975,1.15253,0.521774,0.521774,0.09925,0.491127,1,nan,1,1,1,1,0,0,-1,23.7407,2.137467,2.298345,2.685405,3.123507,3.470483,3.497625,3.543072,3.627991,3.638010,3.470483
0.2,1.1,2.5,16,60,1,-18.8353,2.16347,3.58119,1.41773,3.0672,1.66764,0.770818,0.59965,0.606127,0.555532,0.557477,2.56926,1.40478,1.1028,0.0515006,0,1,0.480617,3.56825,3.56825,3.58119,normal,-0.0129463,1.11471,1.56452,4.32693,5.73171,1.87143,-2.35619,0,nan,nan,nan,3.0672,2.01373,3.31786,1.65893,1.17086,0.526738,0.526738,0.0933652,0.504641,1,nan,0,1,1,1,0,0,-1,19.3747,2.163467,2.336929,2.751507,3.217004,3.581192,3.568246,3.621416,3.723348,3.748620,3.581192
0.2,1.1,2.6,16,60,1,-19.2943,2.18903,3.69233,1.5033,3.29078,1.54831,0.707305,0.645865,0.643341,0.592665,0.594789,2.62386,1.44733,1.1512,0.0435644,0,2,0.451153,3.63636,3.63636,3.69233,normal,-0.0559778,1.14647,1.56916,4.37806,5.82539,1.88231,-2.35619,0,nan,nan,nan,3.12166,2.05822,3.37399,1.687,1.18865,0.531722,0.531722,0.088076,0.517934,1,nan,0,1,1,1,0,0,-1,19.5731,2.189029,2.375414,2.817975,3.311078,3.692334,3.636356,3.697669,3.817289,3.858888,3.692334
0.3,1.1,2.4,16,60,1,-18.8045,2.31804,3.58218,1.26414,2.93032,1.9779,0.853262,0.505587,0.540169,0.484706,0.486246,2.66647,1.34541,1.04872,0.0635585,1,0,0.56032,3.58218,3.66345,3.58218,inverted,0.0812712,1.07589,1.62675,4.63609,5.9815,2.04836,-2.35619,0,nan,nan,nan,2.86873,1.8268,3.11648,1.55824,1.11921,0.520966,0.520966,0.119554,0.457434,1,nan,1,1,1,1,0,0,-1,22.0466,2.318044,2.465516,2.826460,3.243612,3.582180,3.663452,3.700309,3.766217,3.756926,3.582180
0.3,1.1,2.5,16,60,1,-19.2518,2.34402,3.69118,1.34715,3.15776,1.82724,0.779533,0.547272,0.576059,0.520045,0.52173,2.71942,1.39272,1.09713,0.0459895,1,0,0.528442,3.69118,3.73675,3.69118,inverted,0.0455699,1.11234,1.62835,4.68805,6.08077,2.05907,-2.35619,0,nan,nan,nan,2.92668,1.87496,3.1764,1.5882,1.13802,0.525858,0.525858,0.112325,0.470304,1,nan,1,1,1,1,0,0,-1,22.0967,2.344024,2.503319,2.890790,3.335037,3.691179,3.736749,3.780595,3.862481,3.866941,3.691179
0.3,1.1,2.6,16,60,1,-19.7024,2.36958,3.80074,1.43116,3.39124,1.69403,0.71491,0.590307,0.612459,0.556025,0.557863,2.7726,1.43791,1.14559,0.0377569,0,1,0.498049,3.80074,3.80749,3.80074,inverted,0.00675302,1.1468,1.63031,4.73915,6.17707,2.06943,-2.35619,0,nan,nan,nan,2.98252,1.92096,3.2341,1.61705,1.15629,0.530782,0.530782,0.105816,0.482978,1,nan,0,1,1,1,0,0,-1,25.0373,2.369576,2.541032,2.955538,3.427141,3.800737,3.807490,3.858693,3.957347,3.976721,3.800737
0.4,1.1,2.5,16,60,1,-19.6941,2.52547,3.80632,1.28085,3.23475,1.99062,0.788216,0.502357,0.54803,0.487547,0.489032,2.87391,1.37523,1.0915,0.0415015,1,0,0.570764,3.80632,3.9007,3.80632,inverted,0.0943772,1.10438,1.68486,5.05094,6.42617,2.24867,-2.35619,0,nan,nan,nan,2.79687,1.74713,3.04514,1.52257,1.10669,0.524869,0.524869,0.132834,0.440686,1,nan,1,1,1,1,0,0,-1,26.5593,2.525472,2.672425,3.035210,3.458964,3.806321,3.900698,3.936980,4.001386,3.988227,3.806321
0.4,1.1,2.6,16,60,1,-20.1358,2.551,3.91414,1.36315,3.47738,1.84306,0.722486,0.542577,0.583599,0.522324,0.52394,2.92573,1.42271,1.14002,0.0330614,1,0,0.539797,3.91414,3.97371,3.91414,inverted,0.059564,1.14135,1.68458,5.10199,6.5247,2.25865,-2.35619,0,nan,nan,nan,2.85361,1.79416,3.10397,1.55199,1.12534,0.529726,0.529726,0.125049,0.452775,1,nan,1,1,1,1,0,0,-1,26.9385,2.550996,2.709411,3.098264,3.549029,3.914143,3.973707,4.016782,4.096964,4.097315,3.914143
