# m0=0.7, g2=1.1, eta=1.3; ns=50 staggered sites (101 qubits), PBC
# source: data/w_meson_ns50_k0.00_v3_W.npz
# Gaussian-windowed FT, completed-time convention; spread = ptp over window rescalings {0.75, 1.0, 1.5} (systematic)
# meson wavepacket at rest (k0=0); sigma_x=0.75; prep fidelity F=0.9946 (ns=8 certificate)
# completed-time grid: dispersion region only -- reproduce the low-omega ridge with a one-sided FT on data/w_meson_ns50_k0.00_v3.npz (see data/README.md)
q0,q1,ReW00,ImW00,window_spread
-0.5600,1.507964,6.240575e-02,0.000000e+00,4.935613e-02
-0.5600,1.759292,7.785997e-02,0.000000e+00,6.709202e-02
-0.5600,2.010619,9.586814e-02,0.000000e+00,8.685488e-02
-0.5600,2.261947,1.158716e-01,0.000000e+00,1.101265e-01
-0.5600,2.513274,1.364788e-01,0.000000e+00,1.356172e-01
-0.5600,2.764602,1.551234e-01,0.000000e+00,1.651080e-01
-0.5600,3.015929,1.684703e-01,0.000000e+00,1.968318e-01
-0.5200,-3.015929,1.029542e-01,0.000000e+00,2.525334e-01
-0.5200,-2.764602,6.276662e-02,0.000000e+00,2.127231e-01
-0.5200,-2.513274,3.210717e-02,0.000000e+00,1.715215e-01
-0.5200,-2.261947,1.020159e-02,0.000000e+00,1.335122e-01
-0.5200,-2.010619,-4.350151e-03,0.000000e+00,9.911226e-02
-0.5200,-1.759292,-1.329985e-02,0.000000e+00,7.097294e-02
-0.5200,-1.507964,-1.815059e-02,0.000000e+00,4.806923e-02
-0.5200,-1.256637,-2.008763e-02,0.000000e+00,3.138917e-02
-0.5200,-1.005310,-1.973524e-02,0.000000e+00,1.893653e-02
-0.5200,-0.753982,-1.741329e-02,0.000000e+00,1.135818e-02
-0.5200,-0.502655,-1.316894e-02,0.000000e+00,6.242477e-03
-0.5200,-0.251327,-7.126552e-03,0.000000e+00,3.167701e-03
-0.5200,0.000000,5.422265e-04,0.000000e+00,2.284552e-03
-0.5200,0.251327,9.476378e-03,0.000000e+00,4.449465e-03
-0.5200,0.502655,1.939008e-02,0.000000e+00,8.708446e-03
-0.5200,0.753982,3.009624e-02,0.000000e+00,1.646269e-02
-0.5200,1.005310,4.178646e-02,0.000000e+00,2.676997e-02
-0.5200,1.256637,5.490371e-02,0.000000e+00,4.080067e-02
-0.5200,1.507964,7.017179e-02,0.000000e+00,5.727146e-02
-0.5200,1.759292,8.818108e-02,0.000000e+00,7.730798e-02
-0.5200,2.010619,1.092152e-01,0.000000e+00,9.957772e-02
-0.5200,2.261947,1.327325e-01,0.000000e+00,1.255661e-01
-0.5200,2.513274,1.572775e-01,0.000000e+00,1.540077e-01
-0.5200,2.764602,1.801686e-01,0.000000e+00,1.867322e-01
-0.5200,3.015929,1.978268e-01,0.000000e+00,2.220124e-01
-0.4800,-3.015929,1.337200e-01,0.000000e+00,2.882301e-01
-0.4800,-2.764602,8.725279e-02,0.000000e+00,2.468087e-01
-0.4800,-2.513274,5.080409e-02,0.000000e+00,2.025166e-01
-0.4800,-2.261947,2.387658e-02,0.000000e+00,1.603186e-01
-0.4800,-2.010619,5.172249e-03,0.000000e+00,1.212291e-01
-0.4800,-1.759292,-7.035766e-03,0.000000e+00,8.826235e-02
-0.4800,-1.507964,-1.433829e-02,0.000000e+00,6.086097e-02
-0.4800,-1.256637,-1.802094e-02,0.000000e+00,4.020909e-02
-0.4800,-1.005310,-1.884834e-02,0.000000e+00,2.455629e-02
-0.4800,-0.753982,-1.723801e-02,0.000000e+00,1.414960e-02
-0.4800,-0.502655,-1.333301e-02,0.000000e+00,7.281825e-03
-0.4800,-0.251327,-7.294835e-03,0.000000e+00,3.720440e-03
-0.4800,0.000000,6.697118e-04,0.000000e+00,2.719664e-03
-0.4800,0.251327,1.020967e-02,0.000000e+00,5.203134e-03
-0.4800,0.502655,2.103635e-02,0.000000e+00,1.031969e-02
-0.4800,0.753982,3.299441e-02,0.000000e+00,1.933457e-02
-0.4800,1.005310,4.629058e-02,0.000000e+00,3.131010e-02
-0.4800,1.256637,6.141975e-02,0.000000e+00,4.727106e-02
-0.4800,1.507964,7.913951e-02,0.000000e+00,6.592896e-02
-0.4800,1.759292,1.001041e-01,0.000000e+00,8.825072e-02
-0.4800,2.010619,1.246199e-01,0.000000e+00,1.129182e-01
